full_text,sentiment,confidence,full_text_length
hadir pemain naturalisasi elkan baggott ivar jenner pemain kelas alfeandra dewangga ancam timnas u indonesia,neutral,94.69%,163
perihal timnas indonesia shin tae yong apresiasi berani potong generasi banding latih tidak berani naif sih kasih bebas naturalisasi pemain ya fine potong generasi,negative,93.50%,292
jln pintas indonesia adl naturalisasi realistis level lbih apalgi pemain main negeripdhal main thailand sja ckup naik level pemain timnas,positive,81.96%,225
erickthohirnews blak blakan erick thohir proses naturalisasi jay idzes timnas indonesia bangkitbersamaet,neutral,99.51%,117
bek timnas indonesia u tanggap santai rencana pssi naturalisasi jay idzes,neutral,99.71%,74
calon pemain naturalisasi timnas indonesia liga italia jay idzes malu kiper latih manchester united loh lengkap,neutral,98.04%,168
mohon panjang kontrak coach shin tae yong cepat proses naturalisasi pemain turun grade a ikut piala asia coach shin tae yong fleksibel ramu taktik timnas indonesia,neutral,91.12%,250
erickthohirnews erick thohir harap naturalisasi jay idzes skuad timnas indonesia bangkitbersamaet,neutral,98.43%,122
ketua pssierick thohir naturalisasi jay idzes tambah dalam skuad timnas indonesia erick thohir masalah ingin warga negara indonesia idzes bela merah putih sepenuh hati hokky ivar jenner,neutral,92.18%,255
ketua pssi erick thohir pemain naturalisasi kuat timnas indonesia nama jay idzes pemain club liga italia,neutral,99.58%,147
erickthohirnews erick thohir blak blakan naturalisasi jay idzes stok bek timnas indonesia bangkitbersamaet,neutral,99.66%,120
erick thohir gaperlu naturalisasi emiliano audero main timnas indonesia kiper bagus lagipula nolak main timnas mentah nya nolak nya pake ngejelekin timnas ngapain ngambil pemain kayak gitu,negative,99.32%,248
ketua pssi erick thohir kenal pemain naturalisasi timnas indonesia nama jay idzes jay idzes pemain klub liga italia venezia musim mentas kompetisi kasta serie b,neutral,98.81%,224
erick thohir harap naturalisasi jay idzes skuad timnas indonesia,neutral,98.93%,89
ketua pssi erick thohir umum proses naturalisasi jay idzes erick doa lancar proses jay idzes kuat timnas indonesia rekomendasi naturalisasi jay idzes tim cari bakat relasi ketua pssi,neutral,98.63%,280
erickthohirnews erick thohir naturalisasi bek italia kuat timnas indonesia bangkitbersamaet,neutral,99.58%,104
profil jay idzes calon pemain naturalisasi timnas indonesia main italia,neutral,99.71%,79
ken banget tijjani naturalisasi kaya keren lini indonesia join timnas sayang mustahil sih panggil pusat latih timnas holland,positive,49.72%,215
profil jay idzes calon pemain naturalisasi timnas indonesia bek bangsa belanda rumput italia,neutral,99.62%,109
indonesia ribut bina vs naturalisasi tidak bagi mari nikmat misah misuh senang kalo timnas berprogress menang,positive,82.02%,196
pssi proyeksi jay idzes kuat timnas indonesia piala asia januari proses naturalisasi kejar,neutral,99.63%,106
pemain naturalisasi lini timnas indonesia sandy walsh rb jordi cb shayne pattynama lb elkan baggott status pilih kewarganegaraan wni ibu garis orang indonesia,neutral,99.13%,235
siang erick thohir ketua ketua pssi umum kabar naturalisasi pemain turun belanda jay idzes naturalisasi jay idzes ancam posisi kapten timnas indonesia,neutral,98.80%,238
jay idzes sedia naturalisasi pemain venezia sedia proses wni temu ketua pssi erick thohir sukses lini timnas indonesia kuat full pemain naturalisasi formasi bek,neutral,92.67%,236
ketua ketua pssi erick thohir umum calon pemain naturalisasi timnas indonesia jay idzes,neutral,99.70%,115
jay idzes calon naturalisasi timnas indonesia,neutral,99.76%,57
profil lengkap jay idzes calon pemain naturalisasi timnas indonesia,neutral,99.65%,67
kenal jay idzes calon pemain naturalisasi timnas indonesia hadap cody gakpo,neutral,99.44%,91
shin tae yong peluang amunisi pemain turun sedia bela timnas indonesia calon pemain naturalisasi catat main liga inggris liga italia,neutral,98.97%,193
erick thohir sambut jay idzes calon pemain naturalisasi timnas indonesia baru,neutral,99.63%,80
naturalisasi pemain diaspora latih timnas indonesia shin tae yong lihat main,neutral,99.66%,108
selamat indonesia jay idzes erick thohir sambut calon pemain naturalisasi timnas indonesia klub liga italia proses naturalisasi hasil tambah kuat signifikan skuad garuda,neutral,56.22%,237
kejut pssi naturalisasi bek venezia jay idzes timnas indonesia,neutral,99.71%,75
calon pemain naturalisasi timnas indonesia,neutral,99.61%,47
tembok kokoh takut timnas indonesia liga inggris naturalisasi,neutral,86.24%,102
naturalisasi istimewa orang orang istimewa alhamdulillah talenta istimewa timnas indonesia garuda dunia eh ngomong ngomong orang orang istimewa jangan lupa bahasa satu tetap bahasa indonesia ya,positive,98.75%,239
janji naturalisasi pemain timnas indonesia piala asia indonesia,neutral,99.51%,88
latih timnas indonesia shin tae yong angkat bicara ramai kabar tari pemain klub kasta liga inggris nathan tjoe a on minat jalan proses naturalisasi,neutral,99.28%,183
kabar bek liga inggris minat bela timnas indonesia jalur naturalisasi,neutral,97.89%,92
erickthohirnews erick thohir tagih janji naturalisasi pemain grade a timnas indonesia bangkitbersamaet,neutral,99.34%,119
erick thohir tagih janji naturalisasi pemain grade a timnas indonesia pssi,neutral,99.63%,96
back up dana langkah baik liga bina cari pemain standar internasional banyak diaspora proses naturalisasi bedain proses timnas indonesia filipina,positive,49.48%,266
bela belanda u profil ivar jenner pemain naturalisasi timnas indonesia,neutral,99.70%,81
untung timnas italy tidak naturalisasi ni pemain,positive,95.69%,58
wakil ketua pssi bicara proyek jangka timnas indonesia singgung naturalisasi pemain,neutral,99.65%,96
timnas malaysia kuat pemain naturalisasi kualifikasi piala dunia indonesia,neutral,99.19%,103
indonesia unjuk lebih indonesia,positive,60.21%,82
pemain naturalisasi pemain turun pemain lokal hati merah putih,positive,50.65%,87
emil audero gabung inter mil kode gabung timnas indonesia,neutral,99.78%,70
bukan pemain naturalisasi shin tae yong pilih mantan striker garuda select timnas indonesia u,neutral,99.49%,96
derby mil musim duel pemain nolak naturalisasi timnas indonesia,neutral,59.49%,101
respons shin tae yong timnas u naturalisasi pemain,neutral,99.75%,70
timnas indonesia u piala aff shin tae yong pilih naturalisasi latih timnas indonesia shin tae yong putus tidak pasu pemain naturalisasi pemain karier negeri,neutral,98.51%,211
timnas u naturalisasi pemain shin tae yong pilih kombinasi,neutral,99.63%,73
rencana naturalisasi timnas indonesia pssi gantung latih,neutral,99.21%,78
beliau tolak naturalisasi timnas ya keluarga tidak setuju indonesia akan klaim,negative,99.66%,138
rencana naturalisasi pemain timnas indonesia pssi gantung latih,neutral,99.30%,85
publik jepang gemetar pemain naturalisasi timnas indonesia jelang piala asia,neutral,96.72%,83
sedia bantu proses naturalisasi pemain muda main tottenham hotspur u gabriel han willhoft king proyeksi bela timnas indonesia ajang piala dunia u,neutral,81.95%,216
erick thohir ketua pssi pusing naturalisasi tubuh timnas u indonesia asuh bima sakti mentas piala dunia u lengkap,neutral,97.56%,164
erickthohirnews erick thohir naturalisasi pemain tottenham main timnas indonesia bangkitbersamaet,neutral,99.71%,109
erickthohirnews erick thohir pusing naturalisasi tubuh timnas u indonesia bangkitbersamaet,neutral,98.96%,109
gelandang tottenham hotspur batal bela timnas indonesia u pssi naturalisasi urus,neutral,99.72%,92
marc klok timnas indonesia pilih lolos fase grup asi cup juara aff cup harap klok pemain naturalisasi muda terimakasih kuch riphan kaka mamat karyawan baik bukan populer,positive,50.27%,254
timnas indonesia remeh media vietnam pakai pemain naturalisasi laga turnamen,neutral,98.64%,99
media vietnam gerah pemain naturalisasi timnas indonesia,negative,96.67%,63
timnas indonesia tambah pemain naturalisasi eropa,neutral,99.34%,62
sang bal mees hilgers pemain naturalisasi timnas indonesia,neutral,99.16%,105
vietnam ketar tir timnas indonesia tambah pemain naturalisasi eropa,neutral,98.81%,82
media vietnam sorot bijak naturalisasi indonesia panik ya,negative,50.17%,62
timnas indonesia pemain naturalisasi vietnam ciut lolos piala dunia,neutral,75.96%,90
mees hilgers potensi pemain naturalisasi timnas indonesia setuju,neutral,93.49%,94
berita timnas indonesia pemain naturalisasi pssi proses tunggu,neutral,99.29%,100
latih timnas indonesia shin tae yong jeli pilih pemain naturalisasi cemerlang karier pemain aju shin tae yong naturalisasi wni,neutral,67.12%,218
prestasi jadi pns pns hilang semangat tekun bola turun mampu timnas naturalisasi pemain asing knapa pemain asing bener survive main indonesia,negative,98.15%,263
bek keturunanindonesia justin hubner selang jalan debut bersamawolverhamptondipremier league justin hubnersebenarnya masuk target naturalisasi untuktimnasu indonesia sayang proses naturalisasi ituterhenti,neutral,98.78%,230
timnas kriket indonesia byk naturalisasi lokal pret tidak tau sepakbola filipina kriket negeri tidak minat ken nonton,negative,99.42%,178
kuota asean liga dominasi pemain filipina banyak asean bule ya ya bule naturalisasi timnas tetep bawah indonesia vietnam thailand malaysia singapore,negative,96.87%,234
trus guna kompetisi kalo main tidak pakai timnas indonesia duduk juta pemain muda bakat pake pemain naturalisasi serang kaum local prett,negative,99.13%,185
profil shayne pattynama pemain naturalisasi timnas indonesia,neutral,99.53%,60
profil ivar jenner pemain naturalisasi timnas indonesia,neutral,99.63%,55
beliau minat program naturalisasi timnas indonesia,neutral,83.38%,72
naturalisasi gelandang liga qatar duet marc klok timnas indonesia,neutral,97.30%,94
sayang tijjani reijnders tolak program naturalisasi kuat timnas indonesia masuk skuad timnas belanda senior jamu kroasia semifinal uefa nation league nanti debut tijjani reijnders ac mil sob,positive,48.48%,254
pemain naturalisasi asli ampas negara domisili tidak kepake timnas kalah kualitas pemain lokal mo gabung timnas indonesia bayar lumayan,positive,82.27%,203
appi emang kocak protes liga tidak pemain asing lihat timnas indonesia pemain turun masuk radar naturalisasi langsung masuk skuad,negative,91.43%,174
timnas indonesia wajib waspada rival grup d piala asia proyek naturalisasi,neutral,99.70%,94
pemain naturalisasi ganti pilar timnas u indonesia hukum afc akibat ricuh final sea games usia tiga pemain masuk kriteria timnas u,neutral,86.89%,208
tutup tanding indonesia vs argentina pemain naturalisasi argentina bela timnas indonesia esteban vizcarra,neutral,99.56%,143
gendong timnas pemain naturalisasi asli indonesia tolol,negative,99.66%,76
butuh pemain turun naturalisasi biar timnas indonesia bicara level dunia,neutral,98.21%,99
tidak maju sepak bola indonesia timnas pemain naturalisasi,negative,99.73%,92
timnas indonesia isi naturalisasi gmn bule bangat,negative,99.60%,64
pemain wolverhampton u justin hubner dukungan timnas indonesia akun instagram pribadi jelang duel argentina kode keras mantan calon pemain naturalisasi,neutral,95.61%,218
enam naturalisasi starter sejarah naturalisasi timnas indonesia kah,neutral,97.54%,91
atlet negeri kuat timnas negara indonesia segi tenaga mampu papar naturalisasi atlet pasal uu kewarganegaraan sports law,neutral,96.35%,270
shin tidak turun pemain naturalisasi lagatimnas indonesiaversus palestina simpan kuat label naturalisasi siap lawan argentina,neutral,91.15%,202
fakta timnas indonesia pemain naturalisasi jordi main lawan lionel messi liga spanyol widih keren,positive,99.10%,137
timnas indonesia tercintau tempat peringkat world rank fifa naturalisasi emang ngaruh euy,positive,96.24%,104
shayne pattynama sabar jalan debut indonesia pemain naturalisasi timnas indonesia shayne pattynama sabar hadap timnas argentina atmosfer stadion utama gelora karno,neutral,65.51%,203
erick thohir banyak pemain naturalisasi timnas indonesia,neutral,99.61%,75
media argentina selidik harga pasar pemain timnas indonesia sorot pemain naturalisasi garuda,neutral,99.78%,100
bek naturalisasi timnas shayen pattynama tidak sabar jalan debut skuad garuda hadap,neutral,89.84%,114
jalan laga debut timnas pemain naturalisasi rafael struick terima kasih dukungan suporter indonesia stadion gelora tomo laga lawan palestina,neutral,89.95%,197
profil pemain naturalisasi anyar rafael struick pemain usia lakon debut timnas indonesia tampil puji latih timnas indonesia shin tae yong,neutral,95.94%,195
bedah tampil rafael struick bareng timnas indonesia laga lawan palestina pemain naturalisasi,neutral,99.53%,114
pemain naturalisasi indonesia rafael struick milik harap tukar jersey megabintang timnas argentina lionel messi harap pupus,neutral,99.26%,170
pemain naturalisasirafael struickmengaku tukar jersey denganlionel messidalam lagafifa matchdayantaratimnas indonesiavs argentina pupus,neutral,98.90%,184
pemain naturalisasi timnas anak muda lahir indonesia mimpi pemain timnas gagal liat sudut pandang,negative,73.79%,182
sebut lokal pride pemain wakil indonesia terbang pikir timnas jerman timnas prancis tidak pemain naturalisasi stop klasifikasi pemain latih,negative,97.59%,214
utrecht tim sepakbola akademi pemain sepakbola indonesia bukti pemain naturalisasi timnas lulus,neutral,52.07%,110
pemain naturalisasi anyar rafael struick ivar jenner sempat debut timnas indonesia laga uji coba lawan palestina tampil pemain muda puji habis habis publik asia tenggara,neutral,61.48%,229
shin tae yong latih tim nasional timnas indonesia main pemain naturalisasi menit elkan baggott marc klok rafael struick line upnya,neutral,98.92%,182
laga timnas indonesia vs palestina warna debut rafael struijk pemain naturalisasi pasang starter shin tae yong latih garuda,neutral,99.68%,154
tonton laga progress timnas indonesia jelang piala asia timnas indonesia skrg pemain naturalisasi jordi shayne pattynama amp ivan renner syukur syukur menang,positive,94.68%,232
timnas indonesia vs palestina uji shin tae yong pemain naturalisasi,neutral,99.72%,76
timnas indonesia hilang pemain naturalisasi fifa matchday kontra palestina,neutral,98.21%,81
prediksi susun pemain timnas indonesia vs palestina sempat debut pemain naturalisasi,neutral,99.68%,90
full version konferensi pers pasti timnas argentina indonesia naturalisasi rafael ivar,neutral,99.74%,106
jalan karir jordi pemain naturalisasi timnas indonesia,neutral,98.75%,64
pemain naturalisasi sandy walsh absen bela timnas indonesia lawan palestina proses pulih akibat bekap cidera betis,neutral,99.53%,149
pemain naturalisasi prediksi dongkrak kualitas timnas indonesia hadap palestina fifa matchday juni,neutral,85.41%,126
pakar diaspora indonesia negeri sepak bola pemain naturalisasi timnas indonesia ikn tkapengawas asing duduk asing investor asing trus pribumi ngapain emang morowali skill,negative,94.01%,240
