full_text,sentiment,confidence
kevin diks dipastikan bisa memperkuat timnas indonesia saat melawan jepang di stadion utama gelora bung karno jumat pukul wib kevin diks baru menjalani proses naturalisasi di kedutaan besar republik indonesia untuk denmark pada jumat ketua,neutral,98.77%
naturalisasi kevin diks untuk perkuat timnas indonesia disambut genbira erick thohir,neutral,99.65%
ada kok satu sektor di indonesia dimana dia lebih unggul dari sby yaitu massifnya naturalisasi diaspora di timnas indonesia tanpa adanya kajian sosial ekonomi dari penerapan kebijakan tersebut dalam hal ini adalah perspektif masyarakat kelas ekonomi menengah kebawah di indonesia,positive,52.27%
pssi percepat naturalisasi kevin diks agar bisa bela timnas indonesia lawan jepang,neutral,99.71%
ketua umum pssi erick thohir memastikan bek naturalisasi mees hilgers tak akan bisa membela timnas indonesia dalam laga melawan jepang dan arab saudi erick thohir mengatakan mees hilgers mengalami cedera hamstring sehingga ia tak akan bisa membela tim merah putih mees,neutral,96.26%
naturalisasi bukan hal baru qatar jepang dan beberapa negara eropa sukses dengan strategi ini jadi langkah ini justru bisa jadi peluang emas bagi timnas indonesia buat bersaing di level internasional yuk terus dukung timnas demi prestasi bangsa,positive,96.19%
untuk mengisi kekosongan erick berharap proses naturalisasi kevin diks segera selesai agar bek fc copenhagen itu bisa main saat lawan saudi cr cnn indonesia,neutral,98.96%
jamaludin malik minta pssi cari striker naturalisasi yang gacor untuk timnas indonesia,neutral,99.70%
kita mungkin belum bisa mengumumkan namanya karena ya memang kita ada beberapa hambatan untuk mencari striker kita striker untuk timnas kita yang naturalisasi dan atau berdarah indonesia tapi saat ini ada beberapa rekomendasi dari sini dan ketua umum yang kita proses,neutral,66.28%
nah kalau messi yang ujug jadi warga negara indonesia trus membela timnas baru dah lu semua yang tidak setuju naturalisasi boleh dah koar karena memang messi tidak punya darah keturunan indonesia dan bahkan gapernah tinggal di indonesia,negative,97.60%
tidak sembarangan berikut ini syarat jadi pemain naturalisasi di timnas indonesia,neutral,91.67%
pelatih jepang komentari komposisi timnas indonesia dengan banyak pemain naturalisasi,neutral,99.57%
pssi mengeklaim program naturalisasi timnas indonesia berhasil,neutral,99.51%
calon striker timnas indonesia segera dinaturalisasi direkrut setelah kevin diks beres,neutral,99.75%
pssi sebut program naturalisasi timnas indonesia bisa ditiru cabor lain,neutral,98.98%
calon pemain naturalisasi timnas indonesia kevin diks mengungkapkan targetnya untuk debut bersama skuad garuda setelah proses naturalisasinya selesai kevin diks dikabarkan akan mengambil sumpah wni di denmark pada kamis hari ini dia mengaku proses,neutral,99.10%
isu naturalisasi timnas indonesia tengah menjadi sorotan media korea selatan,neutral,99.71%
dpr ri sahkan naturalisasi kevin diks noa leatomu dan estella loupattij untuk timnas indonesia,neutral,99.76%
lembaga survey indikator politik merilis hasil survey terkait program naturalisasi yang dilakukan pssi dan hasilnya mayoritas masyarakat indonesia setuju dengan program naturalisasi pssi untuk timnas indonesia dengan perolehan suara selain itu masyarakat indonesia,neutral,97.81%
info main bola bagi ahmad bustomi semuanya pemain timnas indonesia tak ada pemain naturalisasi,neutral,99.68%
makin kesini makin keras saja badai untuk timnas yang di naturalisasi kan pemain muda berdarah indonesia bu bukan ronaldo jga kan pemain kita kebanyakan jago kungfu saja dibandingkan skill ny,negative,97.94%
org yang rasa nasionalisme tipis itu yang pantas kau sebut otak miringkamu bunuh cita anak indonesia untuk bisa membela garuda merah putih dilevel dunia karena sudah ditutup oleh dengan program naturalisasiya timnas senior sudah mnjdi milik eredivisie belandaakamsi mampus,negative,96.09%
anggota komisi x dpr ri yang juga anggota fraksi nasdem lita machfud arifin bertanya soal berapa biaya yang digelontorkan pssi untuk naturalisasi sejumlah pemain keturunan di timnas indonesia hal tersebut dikatakan lita dalam rapat kerja bersama kementerian pemuda dan olahraga,neutral,98.80%
dengan kemajuan sepakbola indonesia saat ini pastinya optimis kalau timnas indonesia bisa lolos piala dunia kombinasi pemain lokal dan naturalisasi yang di miliki ini sudah saatnya indonesia maju ke turnamen terbesar di dunia ayo dukung timnas indonesia,positive,97.62%
anggota dpr komisi x kritik naturalisasi timnas indonesia tidak miskin atlet,neutral,98.89%
melalui rapat paripurna yang digelar pada selasa pagi pihak dpr ri menyetujui permohonan naturalisasi bagi calon pemain timnas indonesia ketiga pemain naturalisasi tersebut adalah kevin diks noa leatemu dan estella loupatty,neutral,99.45%
hetifah ungkap urgensi naturalisasi atlet sepakbola perkuat timnas indonesia di kancah dunia ketua komisi x dpr ri hetifah sjaifudian,neutral,99.59%
erick thohir pamer momen salami pemain naturalisasi timnas indonesia,neutral,99.65%
pemain baru timnas naturalisasi dia awalnya mau dinaturalisasi malaysia tapi gagal malah ketikung indonesia,neutral,76.15%
pemain naturalisasi yang kariernya meredup usai perkuat timnas indonesia nomor sepupu stefano lilipaly,neutral,99.58%
yg ngalahin timnas u indonesia itu adalah timnas senior philipine bukan malaydesh catet ya pakcik coba tanya kenapa pemain naturalisasi malay pada kapok dan tidak mau main di timnas lagi,negative,99.66%
liga diliburkan pake pemain inti dan naturalisasi dibandingkan dengan skuad indonesia yang timnas u lol,negative,74.43%
goldmind up profil samuel lino statsrawon nge tweet tentang pemain naturalisasi belanda indonesia punggawa timnas ya berdasarkan analisis ecek ecek bisa ditebak kok siapa sl naturalisasi itu wkwk,neutral,76.07%
survei membuktikan timnas tanpanya pemain naturalisasi adalah omong kosong dan nihil pencapaian dari jaman ke jaman sepakbola indonesia khususnya liga lokal monoton seperti itu saja tanpa adanya peningkatan kualitas pemain dan prestasi iso ne yo mek gelot dan gelot wkwkwk,negative,98.99%
sains dan olahraga saling terkait tapi di indonesia yang penting fisik saja itupun masih payah karena tidak disiplin makanya timnas banyak pakai pemain naturalisasi,negative,97.56%
kalau lilipaly klok ezra walian elkan bagot viktor egbonefo sama saja itu bukan pemain lokal mereka naturalisasi pemain lokal yang main di timnas usia pemain lokal asli indonesia itu juga ada selipan salah satuny rafael struick senior lokal naturalisasi ang ang ang,negative,47.30%
sudah jalani proses naturalisasi pemain abroad ini tak pernah dipanggil main di timnas indonesia,neutral,99.58%
yg fomo cuma mau dukung timnas menang doang dan karna pemain naturalisasi ganteng bukan karna bawa nama indonesia,negative,97.80%
gw dari tahun malah tetapi kan pointnya bukan itu yang dimaksudkan adalah mau pemain naturalisasi tidak maen ya tetep dukung timnas lah bukan karna fisik gantengnya dsb mereka pemain lokal kakn bawa nama indonesia,negative,91.29%
ga masalah kalo tidak tahu tetapi plis dukung timnas ya karna indonesia bukan karna muka ganteng pemain naturalisasi mau mereka tidak maen kan yang tampil di lapangan ya tetep bawa nama indonesia kan,positive,82.65%
tinggal menanti bagaimana kiprah timnas indonesia dengan para pemain naturalisasi di kualifikasi piala dunia dan piala asia,positive,57.82%
gak ada pemain darah keturunan untuk di naturalisasi kah banyak kali ngatain indonesia pemain belanda gak ngaca sekarang kita murni hampir semua atlet timnas indonesia punya darah keturunan bisa nyanyi lagu kebangsaan pula,positive,82.12%
gausah dijelasin mba org mereka sndri yang gamau disebut pemain luarnaturalisasibule mereka cuma mau dipanggil pemain timnas indonesia,negative,98.69%
sepakbola dimainkan dengan kepala kakimu hanyalah alatnya andrea pirlo dengan adanya pemain naturalisasi di timnas indonesia pemain dari liga lokal semestinya mau belajar visi dalam bermain bola bakat bagus tapi visi bermain memang masih jauh king indo tarkam,positive,42.68%
ngebacotin soal naturalisasi timnas indonesia tetapi sendiri nya ngenaturalisasi pemain antah berantah wkwk,negative,98.30%
pemain timnas efootball belanda malah naturalisasi dari indonesia,neutral,99.40%
harus diakui tanpa pemain naturalisasi permainan timnas indonesia balik ke setelan pabrik lagi,negative,59.71%
timnas indonesia itu kalau tidak ada pemain naturalisasi aduuhh kasian dahh,negative,99.69%
timnas indonesia tanpa pemain naturalisasi balik ke setelan pabrik,neutral,99.50%
wkwkwkkw timnas pusat naturalisasi pemain indonesia,neutral,68.14%
untuk ezra sih enggak karena psm butuh striker dan aturan nya belum selonggar sekarang dan dia masih jadi satu satunya pemain mantan timnas belanda ku yang tampil di kompetisi resmi uefa ku sebelum duo sandy amp jordi sebelumnya pemain naturalisasi timnas indonesia dari belanda,positive,67.02%
momen thom haye berbincang dengan calon pemain naturalisasi timnas indonesia ole romeny di laga lanjutan eredivisie yang mempertemukan almere city vs fc utrecht minggu kira kira mereka ngomongin apa ini hujan king indo,neutral,93.79%
fakta bahwa timnas bola indonesia tidak bs menang tanpa pemain naturalisasi adlh validasi indirek rakyat kalau negara kita memang kepalang stunted stunting pertumbuhan dan otomatis secara tidak lgs semua sepakat program makan ampdiet changes adl kebutuhan program dasar yang harus disupport,negative,58.60%
artinya butuh pelatih yang lebih qualified untuk meramu timnas indonesia skrg ini pelatih yang nda mentok strateginya adalah throw in saat lagi kepepet pemain cadangan dari liga sudah yang terbaik dan naturalisasi juga sesuai approve banyak pihak berarti pelatihnya yang oon,negative,67.51%
masa depan timnas indonesia cerah lagi dibentuk tim nasional yang kuat melalui program naturalisasi pemain keturunan dan pemantaun terhadap pemain liga serta pembinaan pemain muda pada berbagai kategori usia,positive,93.39%
untuk meningkatkan kualitas timnas dan harga jual sih gpp dengan naturalisasi seperti ini cuma harus dibarengi dengan peningkatan liganya juga biar pemain asing berkualitas negara maju mau bermain di indonesia otomatis dapat mengangkat pemain lokal spt jepang awalnya,positive,70.85%
maksud nya banyak pemain naturalisasi sampai et ngmong sama timnas saja mesti pakai bahasa inggris soalnya kalau pakai bahasa indonesia banyak yang tidak ngerti,negative,98.84%
china pembibitannya pemain mudanya gimana liganya gimana indonesia yang di benahi masih sektor timnas doang yang di isi pemain naturalisasi saja udah merasa di atas awan njing faktornya itu banyak buat bisa selevel jepang,negative,69.56%
pemain timnas saat ini bisa dibilang hampir setara dengan jepang yang membedakan ialah timnas jepang yang sekarang itu sudah lama terbentuknya sedangkan timnas indonesia belom lama ini terbentuknya dengan pemain naturalisasi itu saja,positive,51.86%
beberapa fakta tentang ole romeny pemain yang bakal di naturalisasi untuk memperkuat lini depan timnas indonesia kapan lagi punya striker yang pernah ditawar manchester city dan klub klub besar eropa,neutral,79.47%
about semarang ketua umum pssi erick thohir kembali memberikan sinyal kuat terkait rencana naturalisasi pemain untuk memperkuat timnas indonesia,neutral,99.41%
yakali shin tae yong mau downgrade jadi pelatih kelompok umur di negara sejelek indonesia yang timnas nya bagus pun karena justru jasa shin tae yong dan jasa pemain naturalisasi stop beropini kayak lu dari negara maju yang hebat seh,negative,56.87%
tiba di sugbk ole romeny dan pemain naturalisasi u saksikan laga timnas indonesia vs jepang,neutral,99.65%
tiba di sugbk ole romeny dan pemain naturalisasi u saksikan laga timnas indonesia vs jepang,neutral,99.65%
tiba di sugbk ole romeny dan pemain naturalisasi u saksikan laga timnas indonesia vs jepang,neutral,99.65%
oh iya tidak boleh bedain mana naturalisasi mana lokal ya karena semua pemain timnas sampe pemain timnas yang dulu langganan dilupakan dan yang baru dibanggakan secara berlebihan tetapi hasilnya belum maksimal gapapa tetap semangat timnas sepak bola putra indonesia,positive,93.82%
sungguh ironis eliano reijnders pemain yang diharapkan bisa memperkuat lini tengah timnas indonesia malah tidak mendapatkan kesempatan bermain keputusan ini tidak hanya merugikan tim tetapi juga menimbulkan pertanyaan besar tentang proses seleksi pemain naturalisasi,negative,98.33%
merinding cokkkk pemain timnas kita yang naturalisasi hafal indonesia raya semua,positive,65.44%
calon pemain naturalisasi timnas indonesia selanjutnya ole romeny ada di tribun gbk pada pertandingan malam ini wowowowow,neutral,99.15%
intip profil tim geypens pemain keturunan yang resmi menjalani proses naturalisasi untuk bergabung dengan timnas indonesia timnas indonesia u akan mendapat dua amunisi baru jelang tampil di piala asia u nanti pasalnya pssi resmi memproses naturalisasi dua pemain,neutral,99.13%
kaoru mitoma akui akan waspada dengan pemain naturalisasi timnas indonesia,neutral,99.33%
pelatih jepang moriyasu hajime memuji materi timnas indonesia dan reputasi shin taeyong pemain naturalisasi jadi sorotan mereka berbakat dan kuat indonesia insider,neutral,74.76%
mungkin pemain timnas naturalisasi bisa di optimalkan sama pelatih ini giovani van bronckhorst jika shin tae yong gagal meloloskan indonesia ke piala dunia opsi buat ganti pelatih jadi solusi indonesia vs jepang semoga dapat poin,positive,66.13%
si justin sebelum timnas atau pssi dipegang erick thohir lalu banyak naturalisasi pemain keturunan belanda sepertinya dia biasa saja dengan timnas indonesia kenapa dia sekarang seperti jubir timnas kenapa dia sekarang jadi merasa paling tahu soal timnas,negative,86.22%
timnas u bisa bersaing di pa u naturalisasi demyan oosterhuis tim geypen dion markx sem yvel masih banyak pemain bertubuh mungil dan kurus gak ada progres coach indra sjafri hrs diganti pssi erick thohir ratu tisha timnas indonesia,neutral,92.16%
skuad bertabur pemain naturalisasi di timnas indonesia juga menjadi sorotan kaoru mitoma winger timnas jepang itu menegaskan tak takut menghadapinya,neutral,90.38%
